Facility Name,Payment Entered,Payment Received,Other Ref #,Credit Source(w Payer),Payment Total Paid (Sum),Payment Check #
Facility-D,11-08-2023,11-08-2023,ABCDEF,UNIVERA,$5.05,NC#
Facility-D,18-11-2023,18-11-2023,ABCDEF,UNIVERA,$114.59,NC#
Facility-D,08-08-2023,08-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3606.20,NC#
Facility-D,28-11-2023,28-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2583.00,NC#
Facility-D,12-06-2023,12-06-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3906.14,NC#
Facility-D,28-05-2023,28-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$496.34,NC#
Facility-D,07-09-2023,07-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3320.93,NC#
Facility-D,25-03-2023,25-03-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4346.34,NC#
Facility-D,01-02-2023,01-02-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1498.26,NC#
Facility-D,26-04-2023,26-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$347.85,NC#
Facility-D,04-04-2023,04-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1906.42,NC#
Facility-D,16-08-2023,16-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$387.40,NC#
Facility-D,13-10-2023,13-10-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$2425.33,NC#
Facility-D,05-04-2023,05-04-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$21.15,NC#
Facility-D,12-12-2023,12-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$398.98,NC#
Facility-D,07-10-2023,07-10-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$4400.51,NC#
Facility-D,31-07-2023,31-07-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$730.56,NC#
Facility-D,05-02-2023,05-02-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3370.36,NC#
Facility-D,13-12-2023,13-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1303.80,NC#
Facility-D,01-05-2023,01-05-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$961.68,NC#
Facility-D,25-02-2023,25-02-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1517.67,NC#
Facility-D,13-08-2023,13-08-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1688.76,NC#
Facility-D,20-09-2023,20-09-2023,ABCDEF,AETNA,$3293.96,NC#
Facility-D,03-12-2023,03-12-2023,ABCDEF,AETNA,$1746.36,NC#
Facility-D,28-10-2023,28-10-2023,ABCDEF,AETNA,$885.18,NC#
Facility-D,28-03-2023,28-03-2023,ABCDEF,AETNA,$1676.26,NC#
Facility-D,05-02-2023,05-02-2023,ABCDEF,AETNA,$3186.23,NC#
Facility-D,17-04-2023,17-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3096.60,NC#
Facility-D,19-01-2024,19-01-2024,ABCDEF,BEACON HEALTH STRATEGIES,$2675.42,NC#
Facility-D,23-04-2023,23-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$4956.05,NC#
Facility-D,10-04-2023,10-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2641.97,NC#
Facility-D,01-10-2023,01-10-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3110.13,NC#
Facility-D,25-03-2023,25-03-2023,ABCDEF,CIGNA HEALTH PLANS,$3478.30,NC#
Facility-D,12-07-2023,12-07-2023,ABCDEF,CIGNA HEALTH PLANS,$4612.76,NC#
Facility-D,03-03-2023,03-03-2023,ABCDEF,CIGNA HEALTH PLANS,$4775.24,NC#
Facility-D,04-03-2023,04-03-2023,ABCDEF,CIGNA HEALTH PLANS,$1106.57,NC#
Facility-D,08-07-2023,08-07-2023,ABCDEF,CIGNA HEALTH PLANS,$452.55,NC#
Facility-D,12-08-2023,12-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$4030.14,NC#
Facility-D,25-07-2023,25-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$4194.26,NC#
Facility-D,27-10-2023,27-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$2982.63,NC#
Facility-D,22-03-2023,22-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$274.95,NC#
Facility-D,03-06-2023,03-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3859.79,NC#
Facility-C,08-09-2023,08-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$3024.16,NC#
Facility-C,01-12-2023,01-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$2921.79,NC#
Facility-C,07-08-2023,07-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$2160.81,NC#
Facility-C,17-11-2023,17-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$964.18,NC#
Facility-C,08-12-2023,08-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3154.57,NC#
Facility-C,27-11-2023,27-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$2830.51,NC#
Facility-C,09-01-2024,09-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$1772.70,NC#
Facility-C,11-05-2023,11-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$4209.32,NC#
Facility-C,21-02-2023,21-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$632.00,NC#
Facility-C,01-08-2023,01-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1492.50,NC#
Facility-C,29-03-2023,29-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2486.18,NC#
Facility-C,06-04-2023,06-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$4387.49,NC#
Facility-C,23-03-2023,23-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$1655.93,NC#
Facility-C,22-12-2023,22-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$4903.23,NC#
Facility-C,14-02-2023,14-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4432.53,NC#
Facility-C,28-01-2024,28-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3924.19,NC#
Facility-C,11-09-2023,11-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$4518.14,NC#
Facility-C,12-10-2023,12-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1613.57,NC#
Facility-C,05-07-2023,05-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$4323.59,NC#
Facility-C,12-10-2023,12-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$971.99,NC#
Facility-C,24-02-2023,24-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$3117.76,NC#
Facility-C,24-08-2023,24-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3563.88,NC#
Facility-C,28-02-2023,28-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4743.62,NC#
Facility-C,20-06-2023,20-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2318.22,NC#
Facility-C,22-07-2023,22-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$2870.05,NC#
Facility-C,06-06-2023,06-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$4007.60,NC#
Facility-C,16-10-2023,16-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1856.86,NC#
Facility-C,08-05-2023,08-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$2837.58,NC#
Facility-C,07-08-2023,07-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3500.68,NC#
Facility-C,12-07-2023,12-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$963.69,NC#
Facility-C,19-11-2023,19-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4837.34,NC#
Facility-C,16-04-2023,16-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$3284.45,NC#
Facility-C,19-11-2023,19-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$2393.04,NC#
Facility-C,04-03-2023,04-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2830.58,NC#
Facility-C,12-02-2023,12-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$1506.12,NC#
Facility-C,16-11-2023,16-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$1396.20,NC#
Facility-C,07-07-2023,07-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$1197.70,NC#
Facility-C,21-12-2023,21-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3368.49,NC#
Facility-C,14-01-2024,14-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3529.49,NC#
Facility-C,16-07-2023,16-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$3210.33,NC#
Facility-C,27-02-2023,27-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$3556.40,NC#
Facility-C,28-02-2023,28-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$614.32,NC#
Facility-C,26-10-2023,26-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$29.40,NC#
Facility-C,05-07-2023,05-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$3507.07,NC#
Facility-C,11-11-2023,11-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$180.40,NC#
Facility-C,19-10-2023,19-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3899.46,NC#
Facility-C,30-08-2023,30-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$372.99,NC#
Facility-C,30-06-2023,30-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2443.64,NC#
Facility-C,14-05-2023,14-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1350.13,NC#
Facility-C,03-02-2023,03-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$803.55,NC#
Facility-C,06-10-2023,06-10-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$788.74,NC#
Facility-C,10-03-2023,10-03-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$2787.14,NC#
Facility-C,10-04-2023,10-04-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$4496.39,NC#
Facility-C,28-01-2023,28-01-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1513.09,NC#
Facility-C,16-01-2024,16-01-2024,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$908.66,NC#
Facility-C,19-01-2024,19-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3407.23,NC#
Facility-C,03-08-2023,03-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$100.54,NC#
Facility-C,15-09-2023,15-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$882.28,NC#
Facility-C,12-03-2023,12-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$4070.17,NC#
Facility-C,26-10-2023,26-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3744.47,NC#
Facility-D,12-12-2023,12-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$2934.12,NC#
Facility-D,01-10-2023,01-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$4148.15,NC#
Facility-D,08-01-2024,08-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3865.69,NC#
Facility-D,02-01-2024,02-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$198.51,NC#
Facility-D,28-06-2023,28-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$108.69,NC#
Facility-D,15-03-2023,15-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$3943.28,NC#
Facility-D,02-12-2023,02-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$1880.91,NC#
Facility-D,18-09-2023,18-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$210.03,NC#
Facility-D,04-10-2023,04-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3263.46,NC#
Facility-D,18-12-2023,18-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3825.87,NC#
Facility-D,07-02-2023,07-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$1130.09,NC#
Facility-D,18-05-2023,18-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$2995.92,NC#
Facility-D,07-09-2023,07-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$2953.25,NC#
Facility-D,10-11-2023,10-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4615.47,NC#
Facility-D,18-01-2024,18-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$4081.50,NC#
Facility-D,17-01-2024,17-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$4441.68,NC#
Facility-D,01-08-2023,01-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1741.54,NC#
Facility-D,02-09-2023,02-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$382.88,NC#
Facility-D,12-12-2023,12-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3571.74,NC#
Facility-D,09-06-2023,09-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3178.87,NC#
Facility-D,20-08-2023,20-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$480.94,NC#
Facility-D,16-08-2023,16-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1291.45,NC#
Facility-D,29-07-2023,29-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4885.75,NC#
Facility-D,24-09-2023,24-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2651.15,NC#
Facility-D,17-12-2023,17-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2668.48,NC#
Facility-D,26-03-2023,26-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$2930.29,NC#
Facility-D,22-05-2023,22-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$1571.28,NC#
Facility-D,02-08-2023,02-08-2023,ABCDEF,UMR FKA UMR WAUSAU,$1268.36,NC#
Facility-D,12-05-2023,12-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$272.34,NC#
Facility-D,28-06-2023,28-06-2023,ABCDEF,UMR FKA UMR WAUSAU,$2238.95,NC#
Facility-D,29-09-2023,29-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$2139.97,NC#
Facility-D,21-03-2023,21-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$3090.82,NC#
Facility-D,06-10-2023,06-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$2117.76,NC#
Facility-D,27-07-2023,27-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$4270.22,NC#
Facility-D,31-12-2023,31-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1783.28,NC#
Facility-D,28-06-2023,28-06-2023,ABCDEF,UNITED HEALTHCARE,$1072.72,NC#
Facility-D,05-10-2023,05-10-2023,ABCDEF,UNITED HEALTHCARE,$3201.68,NC#
Facility-D,04-07-2023,04-07-2023,ABCDEF,UNITED HEALTHCARE,$1619.62,NC#
Facility-D,26-03-2023,26-03-2023,ABCDEF,UNITED HEALTHCARE,$4049.64,NC#
Facility-D,21-06-2023,21-06-2023,ABCDEF,UNITED HEALTHCARE,$2585.90,NC#
Facility-D,07-01-2024,07-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$1731.97,NC#
Facility-D,21-09-2023,21-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$4598.93,NC#
Facility-D,14-11-2023,14-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$566.47,NC#
Facility-D,13-08-2023,13-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$2330.97,NC#
Facility-D,18-05-2023,18-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1499.72,NC#
Facility-D,29-09-2023,29-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$3705.37,NC#
Facility-D,13-10-2023,13-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1907.21,NC#
Facility-D,12-04-2023,12-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$3448.06,NC#
Facility-D,11-12-2023,11-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3939.13,NC#
Facility-D,07-06-2023,07-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$1964.07,NC#
Facility-D,15-12-2023,15-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$389.42,NC#
Facility-D,21-09-2023,21-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1188.54,NC#
Facility-D,15-12-2023,15-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$531.18,NC#
Facility-D,16-09-2023,16-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1184.36,NC#
Facility-D,19-06-2023,19-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2612.32,NC#
Facility-D,13-08-2023,13-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3544.57,NC#
Facility-D,13-05-2023,13-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1718.66,NC#
Facility-D,04-10-2023,04-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$62.08,NC#
Facility-D,31-01-2023,31-01-2023,ABCDEF,IRON WORKERS LOCAL 395,$1296.91,NC#
Facility-D,16-08-2023,16-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1928.63,NC#
Facility-D,02-03-2023,02-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$3266.48,NC#
Facility-D,14-10-2023,14-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1773.79,NC#
Facility-D,25-02-2023,25-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4505.52,NC#
Facility-D,14-04-2023,14-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$377.09,NC#
Facility-D,30-08-2023,30-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$4333.06,NC#
Facility-C,16-06-2023,16-06-2023,ABCDEF,AETNA,$483.76,NC#
Facility-C,15-04-2023,15-04-2023,ABCDEF,AETNA,$3943.18,NC#
Facility-C,10-08-2023,10-08-2023,ABCDEF,AETNA,$1742.14,NC#
Facility-C,09-12-2023,09-12-2023,ABCDEF,AETNA,$3414.03,NC#
Facility-C,25-09-2023,25-09-2023,ABCDEF,AETNA,$2093.83,NC#
Facility-C,04-04-2023,04-04-2023,ABCDEF,UNITED HEALTHCARE,$3358.25,NC#
Facility-C,17-12-2023,17-12-2023,ABCDEF,UNITED HEALTHCARE,$4092.31,NC#
Facility-C,27-12-2023,27-12-2023,ABCDEF,UNITED HEALTHCARE,$617.66,NC#
Facility-C,19-06-2023,19-06-2023,ABCDEF,UNITED HEALTHCARE,$2093.78,NC#
Facility-C,22-05-2023,22-05-2023,ABCDEF,UNITED HEALTHCARE,$1793.36,NC#
Facility-C,18-02-2023,18-02-2023,ABCDEF,UNITED HEALTHCARE,$3112.44,NC#
Facility-C,11-05-2023,11-05-2023,ABCDEF,UNITED HEALTHCARE,$969.12,NC#
Facility-C,11-03-2023,11-03-2023,ABCDEF,UNITED HEALTHCARE,$1039.93,NC#
Facility-C,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$3020.47,NC#
Facility-C,03-09-2023,03-09-2023,ABCDEF,UNITED HEALTHCARE,$2028.77,NC#
Facility-C,15-06-2023,15-06-2023,ABCDEF,UNITED HEALTHCARE,$2590.22,NC#
Facility-C,10-07-2023,10-07-2023,ABCDEF,UNITED HEALTHCARE,$716.05,NC#
Facility-C,15-12-2023,15-12-2023,ABCDEF,UNITED HEALTHCARE,$2459.42,NC#
Facility-C,12-02-2023,12-02-2023,ABCDEF,UNITED HEALTHCARE,$2939.50,NC#
Facility-C,18-06-2023,18-06-2023,ABCDEF,UNITED HEALTHCARE,$3510.76,NC#
Facility-C,29-07-2023,29-07-2023,ABCDEF,UNITED HEALTHCARE,$3508.39,NC#
Facility-C,24-04-2023,24-04-2023,ABCDEF,UNITED HEALTHCARE,$417.85,NC#
Facility-C,02-10-2023,02-10-2023,ABCDEF,UNITED HEALTHCARE,$2181.14,NC#
Facility-C,18-01-2024,18-01-2024,ABCDEF,UNITED HEALTHCARE,$2838.86,NC#
Facility-C,14-06-2023,14-06-2023,ABCDEF,UNITED HEALTHCARE,$870.19,NC#
Facility-C,19-05-2023,19-05-2023,ABCDEF,ASR PHYSICIANS CARE,$2529.18,NC#
Facility-C,29-09-2023,29-09-2023,ABCDEF,ASR PHYSICIANS CARE,$2115.75,NC#
Facility-C,23-01-2024,23-01-2024,ABCDEF,ASR PHYSICIANS CARE,$3146.58,NC#
Facility-C,06-07-2023,06-07-2023,ABCDEF,ASR PHYSICIANS CARE,$314.87,NC#
Facility-C,14-12-2023,14-12-2023,ABCDEF,ASR PHYSICIANS CARE,$3590.29,NC#
Facility-C,03-10-2023,03-10-2023,ABCDEF,ASR PHYSICIANS CARE,$3301.06,NC#
Facility-C,05-01-2024,05-01-2024,ABCDEF,ASR PHYSICIANS CARE,$1327.75,NC#
Facility-C,22-02-2023,22-02-2023,ABCDEF,ASR PHYSICIANS CARE,$4517.77,NC#
Facility-C,06-02-2023,06-02-2023,ABCDEF,ASR PHYSICIANS CARE,$2185.98,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,ASR PHYSICIANS CARE,$2782.05,NC#
Facility-C,04-11-2023,04-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4454.23,NC#
Facility-C,12-09-2023,12-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1759.37,NC#
Facility-C,01-06-2023,01-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3180.47,NC#
Facility-C,13-06-2023,13-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3782.87,NC#
Facility-C,17-10-2023,17-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$2105.18,NC#
Facility-C,13-05-2023,13-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1971.18,NC#
Facility-C,21-12-2023,21-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3734.38,NC#
Facility-C,27-01-2024,27-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$465.51,NC#
Facility-C,07-02-2023,07-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2274.93,NC#
Facility-C,10-03-2023,10-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2013.70,NC#
Facility-C,31-08-2023,31-08-2023,ABCDEF,AETNA,$32.58,NC#
Facility-C,11-08-2023,11-08-2023,ABCDEF,AETNA,$4745.10,NC#
Facility-C,20-12-2023,20-12-2023,ABCDEF,AETNA,$1097.62,NC#
Facility-C,13-02-2023,13-02-2023,ABCDEF,AETNA,$3208.24,NC#
Facility-C,24-12-2023,24-12-2023,ABCDEF,AETNA,$142.48,NC#
